Code,Name,LegalName,Addreess,Telephone
21708430," ТЕЛЕКАНАЛ ""РАДА""","ДЕРЖАВНЕ ПІДПРИЄМСТВО ""ПАРЛАМЕНТСЬКИЙ ТЕЛЕКАНАЛ ""РАДА""","01008, м.Київ, Печерський район, ВУЛИЦЯ САДОВА, будинок 3-А",+380442553805
35405350,"ТОВ ""РЄАЛ ІСТЕЙТ-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РЄАЛ ІСТЕЙТ-ТВ""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 23",+380444900101
36980328,"ТОВ ""ДАТАГРУП МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДАТАГРУП МЕДІА""","03057, м.Київ, Солом'янський район, ВУЛИЦЯ СМОЛЕНСЬКА, будинок 31-33",+380445380037
39367927,"ТОВ ""ТЕЛЕМЕДІАГРУП""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕМЕДІАГРУП""","01015, м.Київ, Печерський район, ВУЛИЦЯ СТАРОНАВОДНИЦЬКА, будинок 13, квартира 40Б",+380677392771
41529690,"ТОВ ""ТРК ""ВІЛЬНЕ РАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ВІЛЬНЕ РАДІО""","01042, м.Київ, Печерський район, ВУЛИЦЯ ІВАНА КУДРІ, будинок 41/22, офіс 56",+380680406585
41041132,"ТОВ ""КОНСЕНСУС МЕДІА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОНСЕНСУС МЕДІА""","01103, м.Київ, Печерський район, БУЛЬВАР ДРУЖБИ НАРОДІВ, будинок 14-16",+380689320638
14209034,"ПП ""ТРК ""ЧЦМЗ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ТЕЛЕРАДІОКОМПАНІЯ ""ЧЕРКАСЬКИЙ ЦЕНТР МІЖНАРОДНИХ ЗВ'ЯЗКІВ""","01032, м.Київ, Шевченківський район, БУЛЬВАР Т. Г. ШЕВЧЕНКА, будинок 54/1,  7 ПОВЕРХ",
39396518,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТАК ТВ ЦЕНТР+""","01030, м.Київ, Шевченківський район, ВУЛИЦЯ БОГДАНА ХМЕЛЬНИЦЬКОГО, будинок 26, офіс 411",+380512500030
23507865,"ПРАТ ""ТЕЛЕКАНАЛ ""ІНТЕР""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕКАНАЛ ""ІНТЕР""","01054, м.Київ, Шевченківський район, ВУЛИЦЯ ДМИТРІВСЬКА, будинок 30",
23152907,"ПАТ ""НСТУ""","ПУБЛІЧНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НАЦІОНАЛЬНА СУСПІЛЬНА ТЕЛЕРАДІОКОМПАНІЯ УКРАЇНИ""","04119, м.Київ, Шевченківський район, ВУЛИЦЯ МЕЛЬНИКОВА, будинок 42",
42590855,"ТОВ ""НАШ 365""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""НАШ 365""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ЖИЛЯНСЬКА, будинок 101А",+380638280779
40899228,"ГО ""РКГ""","ГРОМАДСЬКА ОРГАНІЗАЦІЯ ""РАДІО КРИМСЬКИХ ГРОМАД""","02002, м.Київ, Дніпровський район, ВУЛИЦЯ ЧЕЛЯБІНСЬКА, будинок 9 Б, квартира 46",
14255181,"ТОВ ""ТРК ""СІВЕРСЬКІ ПІДПРИЄМСТВА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""СІВЕРСЬКІ ПІДПРИЄМСТВА""","01032, м.Київ, Шевченківський район, БУЛЬВАР ТАРАСА ШЕВЧЕНКА, будинок 54/1,  ПОВЕРХ 7",+380462653653
25612307,"ТОВ ""ТРК""НОТА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НОТА""","03057, м.Київ, Шевченківський район, ВУЛИЦЯ ОЛЕКСАНДРА ДОВЖЕНКА, будинок 14, офіс 156",+380442774084
30177781,"ЗАТ""ТЕЛЕОДИН""","""ТЕЛЕОДИН""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29",+380442054480
32662933,"ТОВ ""АКВАПУР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""АКВАПУР""","07813, Київська обл., Бородянський район, село Качали, ВУЛИЦЯ КООПЕРАТИВНА, будинок 111",+380633629511
39412707,"ТОВ ""СПРАВЖНІ КАНАЛИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СПРАВЖНІ КАНАЛИ""","02232, м.Київ, Деснянський район, ВУЛИЦЯ ЗАКРЕВСЬКОГО, будинок 22",+380445474015
23364928,"ПП ""КОМПАНІЯ ""НОВА ХВИЛЯ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""КОМПАНІЯ ""НОВА ХВИЛЯ""","01032, м.Київ, Шевченківський район, БУЛЬВАР Т. ШЕВЧЕНКА, будинок 54/1",
40271751,"ТОВ  ""ТРК ""УММ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""УКРАЇНСЬКЕ МУЗИЧНЕ МОВЛЕННЯ""","03061, м.Київ, Солом'янський район, ВУЛИЦЯ МИКОЛИ ШЕПЕЛЄВА, будинок 2",+380674439132
20728100,"ТОВ ""ТК ""АТЛАНТ- СВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕВІЗІЙНА КОМПАНІЯ ""АТЛАНТ- СВ""","04073, м.Київ, Подільський район, ВУЛИЦЯ СИРЕЦЬКА, будинок 33 В",+380445939882
35838294,"ТОВ ""ТОМС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕКОМУНІКАЦІЙНІ ОПТИЧНІ МЕРЕЖІ ТА СИСТЕМИ""","02095, м.Київ, Дарницький район, ВУЛИЦЯ КНЯЖИЙ ЗАТОН, будинок 3, квартира 26",+380445279941
39071613,"ТОВ ""ТРК ""ІНТЕРРАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ""ІНТЕРРАДІО""","04071, м.Київ, Шевченківський район, ВУЛИЦЯ ОЛЕГІВСЬКА, будинок 34 Б",+380442236245
40312519,"ТОВ ""ДОРОСЛІ КАНАЛИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДОРОСЛІ КАНАЛИ""","02232, м.Київ, Деснянський район, ВУЛИЦЯ ЗАКРЕВСЬКОГО, будинок 22",+380445453769
30304591,"ТОВ""ТЕЛЕРАДІОКОМПАНІЯ ""КІНО ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""КІНО ТВ""","01601, м.Київ, Шевченківський район, ВУЛИЦЯ ДМИТРІВСЬКА, будинок 30",+380445456050
23530545,"ЗАТ""НОВИЙ КАНАЛ""","ЗАКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""НОВИЙ КАНАЛ""","04107, м.Київ, Шевченківський район,  ВУЛИЦЯ НАГІРНА, будинок 24/1",+380445019910
30632797,"ТОВ "" ТЕЛЕРАДІОКОМПАНІЯ "" НОСТАЛЬГІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ "" ТЕЛЕРАДІОКОМПАНІЯ "" НОСТАЛЬГІЯ""","01033, м.Київ, Голосіївський район, ВУЛИЦЯ ВОЛОДИМИРСЬКА, будинок 61/11, квартира 50",+3804960506
39520201,"ТОВ ""УКРТВІН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРТВІН""","02121, м.Київ, Дарницький район, ВУЛИЦЯ ДЕКАБРИСТІВ, будинок 3",+380443318802
13660904,"ТОВ ""ТРК ЕФІР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ЕФІР""","03115, м.Київ, Святошинський район, ПРОСПЕКТ ПЕРЕМОГИ, будинок 89А",+380685664765
19133985,"ТОВ ""ГРАВІС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГРАВІС""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 23",+380444900101
22969500,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕТЕР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЕТЕР""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ТРЬОХСВЯТИТЕЛЬСЬКА, будинок 5/1,  ЛІТЕРА ""А""",+380442783798
19384641,"ТОВ ""КОМПАНІЯ ІРТК ""ТОР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПАНІЯ ІНФОРМАЦІЇ РАДІОТЕЛЕКОМУНІКАЦІЇ ""ТОР""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 23",+380444900101
35946731,"ТОВ ""ТРК ""КЛАСИК РАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""КЛАСИК РАДІО""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29, кімната 33",+380638426296
35573140,"ТОВ ""ЕЙСІ КОМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЕЙСІ КОМ""","01024, м.Київ, Печерський район, ВУЛИЦЯ АКАДЕМІКА БОГОМОЛЬЦЯ, будинок 6",+380442065601
25195855,"КП КМР ""ТК ""КИЇВ""","КОМУНАЛЬНЕ ПІДПРИЄМСТВО КИЇВСЬКОЇ МІСЬКОЇ РАДИ ""ТЕЛЕКОМПАНІЯ ""КИЇВ""","01001, м.Київ, Шевченківський район, ВУЛИЦЯ ХРЕЩАТИК, будинок 36",
20023766,"ПРАТ ""РАДІОКОМПАНІЯ ""ГАЛА""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО "" РАДІОКОМПАНІЯ ""ГАЛА""","01032, м.Київ, Голосіївський район, ВУЛИЦЯ САКСАГАНСЬКОГО, будинок 91, квартира 5",
24388823,"ПП ""ВІСМА-РАДІО-ТБ""","ПРИВАТНЕ ПІДПРИЄМСТВО ""ВІСМА-РАДІО-ТБ""","01033, м.Київ, Голосіївський район, ВУЛИЦЯ  ВОЛОДИМИРСЬКА, будинок 61/11, квартира 50",
38799321,"ТОВ ""САННЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""САННЕТ""","04209, м.Київ, Оболонський район, ПРОСПЕКТ ОБОЛОНСЬКИЙ, будинок 39, офіс 2",+380931830400
34726705,"ТОВ ""ТЕЛЕСИСТЕМИ УКРАЇНИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕСИСТЕМИ УКРАЇНИ""","02094, м.Київ, Дніпровський район, ВУЛ. ЧЕРВОНОГВАРДІЙСЬКА, будинок 27А",+3805692200
23506216,"ПІДПРИЄМСТВО ""РАДІОКОМПАНІЯ ""СУПЕР-НОВА""","ПІДПРИЄМСТВО ""РАДІОКОМПАНІЯ ""СУПЕР-НОВА""","04107, м.Київ, Шевченківський район, ВУЛИЦЯ ОТТО ШМІДТА, будинок 6",
16391959,"ПРАТ ""ТК ""ТЕТ""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""ТЕЛЕКОМПАНІЯ ""ТЕТ""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 23",
22024449,"ТОВ ""ТЕЛЕСТУДІЯ ""АСТРА-ТБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕСТУДІЯ ""АСТРА-ТБ""","04070, м.Київ, Подільський район, ВУЛИЦЯ СКОВОРОДИ ГРИГОРІЯ, будинок 15/10-Б",+380623323700
38314633,"ТОВ ""ІНФОРМ МЕРЕЖА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІНФОРМ МЕРЕЖА""","69001, Запорізька обл., місто Запоріжжя, Вознесенівський район, ВУЛИЦЯ ПЕРЕМОГИ, будинок 35-А",+380935931664
35198497,"ТОВ ""МЬЮЗІК БОКС УКРАЇНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЬЮЗІК БОКС УКРАЇНА""","02088, м.Київ, Дарницький район, ВУЛИЦЯ ХАРЧЕНКА ЄВГЕНІЯ, будинок 31",+380445465728
37994661,"ТОВ ""МЕДІА ГРУПА ""НАДІЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІА ГРУПА ""НАДІЯ""","04071, м.Київ, Шевченківський район, ВУЛИЦЯ ЛУК'ЯНІВСЬКА, будинок 9/10 А",+380444288249
20727448,"ТОВ ""ТРК ""ЖИСА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ЖИСА""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 23",+380444900101
33641151,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКІ НОВІТНІ ТЕЛЕКОМУНІКАЦІЇ""","04128, м.Київ, Святошинський район, ВУЛИЦЯ АКАДЕМІКА ТУПОЛЄВА, будинок 19",+380443740001
38371707,"ТОВ ""СОФТЛІНК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СОФТЛІНК""","02660, м.Київ, Деснянський район, ВУЛИЦЯ ЕЛЕКТРОТЕХНІЧНА, будинок 4-А",+380443590394
24203802,"ТОВ ""РАДІО ""ЕХО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІО ""ЕХО""","04053, м.Київ, Шевченківський район, ПРОВУЛОК БЕХТЕРІВСЬКИЙ, будинок 4,  ЛІТЕРА А, офіс 1",+38080642588155
22322589,"ТОВ ""ЧТРК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЧОРНОМОРСЬКА ТЕЛЕРАДІОКОМПАНІЯ""","01601, м.Київ, Печерський район, ВУЛИЦЯ БАНКОВА, будинок 2 Б",+380515698
22604052,"ТОВ ""РАДІО ТЕРНОПІЛЬ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""РАДІО ТЕРНОПІЛЬ""","04119, м.Київ, Шевченківський район, ВУЛИЦЯ СІМ'Ї  ХОХЛОВИХ, будинок 15, корпус А', офіс 127",+380442073990
24996257,"ТОВ ""ТЕЛЕРАДІОМОВНА КОМПАНІЯ РАДІО ХВИЛЯ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОМОВНА КОМПАНІЯ РАДІО ХВИЛЯ""","01032, м.Київ, Шевченківський район, БУЛЬВАР Т.ШЕВЧЕНКА, будинок 54/1, 7 ПОВЕРХ",+380445373737
19488636,"ПП ФІРМА ""ЛЯМІН""","ПРИВАТНЕ ПІДПРИЄМСТВО ФІРМА ""ЛЯМІН""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29, кімната 30",
39651158,"ТОВ ""ТРК ""АЙДІ ФЕШН""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""АЙДІ ФЕШН""","03110, м.Київ, Солом'янський район, ВУЛИЦЯ ДОНСЬКА, будинок 18",+380444246233
37258526,"ТОВ ""МЕДІАІНВЕСТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЕДІАІНВЕСТ""","03022, м.Київ, Голосіївський район, ВУЛИЦЯ КОЗАЦЬКА, будинок 118",+380445864568
40342130,"ТОВ ""УЛЬТРАНЕТ ГРУП""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УЛЬТРАНЕТ ГРУП""","04112, м.Київ, Шевченківський район, ВУЛИЦЯ АВІАКОНСТРУКТОРА ІГОРЯ СІКОРСЬКОГО, будинок 4Л",+380951540431
30200218,"ДП ТОВ ""ІМПУЛЬС"" ""ТЕЛЕРАДІОКОМПАНІЯ"" ""ІМПУЛЬС ТБ""","ДОЧІРНЄ ПІДПРИЄМСТВО ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ІМПУЛЬС"" ""ТЕЛЕРАДІОКОМПАНІЯ"" ""ІМПУЛЬС ТБ""","02140, м.Київ, Дарницький район, ВУЛИЦЯ РЕВУЦЬКОГО, будинок 46",
32956030,"ТОВ ""ГК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ГАММА-КОНСАЛТИНГ""","03083, м.Київ, Голосіївський район, ПРОСПЕКТ НАУКИ, будинок 63",+3805851234
35946160,"ТОВ ""Ч К""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""Ч К""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29, ЛІТЕРА Б, кімната 3",+380674464612
20043891,ВАТ КТМ,"ВІДКРИТЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""КИЇВТЕЛЕМОНТАЖ""","03126, м.Київ, Солом'янський район, ВУЛИЦЯ М. ДОНЦЯ, будинок 12-А",+3804997080
40075438,"ТОВ ""СТАР МЕДІА ТБ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""СТАР МЕДІА ТБ""","01030, м.Київ, Шевченківський район, ВУЛИЦЯ ІВАНА ФРАНКА, будинок 5-Б",
25623877,"ТОВ ""ТРК ""ПКТ-98""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ПІВДЕННЕ КОМЕРЦІЙНЕ ТЕЛЕБАЧЕННЯ-98""","01032, м.Київ, Шевченківський район, БУЛЬВАР ШЕВЧЕНКА, будинок 54/1,  7 ПОВ.",+380518103
38985176,"ТОВ ""МУЗИЧНИЙ ТЕЛЕКАНАЛ РУ М'ЮЗІК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МУЗИЧНИЙ ТЕЛЕКАНАЛ РУ М'ЮЗІК""","03040, м.Київ, Голосіївський район, ПРОСПЕКТ 40-РІЧЧЯ ЖОВТНЯ , будинок 70, офіс №432",+380442054461
37258547,"ТОВ ""УЛЬТРАЛІНК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УЛЬТРАЛІНК""","02154, м.Київ, Дніпровський район, ВУЛИЦЯ ЕНТУЗІАСТІВ, будинок 11",+380442216586
31925861,"ТОВ ""УКРАЇНСЬКА РАДІО ГРУПА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""УКРАЇНСЬКА РАДІО ГРУПА""","01032, м.Київ, Шевченківський район, БУЛЬВАР Т.ШЕВЧЕНКА, будинок 54/1",+3805373886
38985252,"ТОВ ""ДИТЯЧЕ ТЕЛЕБАЧЕННЯ УКРАЇНИ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ДИТЯЧЕ ТЕЛЕБАЧЕННЯ УКРАЇНИ""","03150, м.Київ, Печерський район, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 55, кімната 102",+380442054461
25515834,"ДП ""РАДІОКОМПАНІЯ ""КЛАСИК РАДІО""","ДОЧІРНЄ ПІДПРИЄМСТВО ""РАДІОКОМПАНІЯ ""КЛАСИК РАДІО"" ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КОМПАНІЯ ""ТАВР""","49008, ВУЛИЦЯ РОБОЧА, Б.23В, М. ДНІПРОПЕТРОВСЬК, ДНІПРОПЕТРОВСЬКА ОБЛ., УКРАЇНА",+3803772410
22926809,"ТОВ ""МАГНОЛІЯ ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МАГНОЛІЯ-ТВ""","01033, м.Київ, Голосіївський район, ВУЛИЦЯ СІМ'Ї ПРАХОВИХ, будинок 58/10,  ПОВЕРХ 4",+380445247776
37499257,"ТОВ ""КИЇВНЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КИЇВНЕТ""","03179, м.Київ, Святошинський район, ПРОСПЕКТ АКАДЕМІКА ПАЛЛАДІНА, будинок 7/60, офіс 1 /5 ПІД’ЇЗД/",+3804092009
24072932,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""ДАЯНА МАСТЕР""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""ДАЯНА МАСТЕР""","04655, м.Київ, Подільський район, ВУЛИЦЯ ВІКЕНТІЯ ХВОЙКИ, будинок 15/15",+380442073990
30019068,"ТОВ ""ТРК ""РАДІО-ЕРА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""РАДІО-ЕРА""","04080, м.Київ, Подільський район, ВУЛИЦЯ КИРИЛІВСЬКА, будинок 86",+380442370864
30282840,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ТЕЛЕРАДІОКОМПАНІЯ ""МЕГА-РАДІО""","03057, м.Київ, Шевченківський район, ВУЛИЦЯ ОЛЕКСАНДРА ДОВЖЕНКА, будинок 14, офіс 157",+0442774084
18004961,"ТОВ ""ТРК ОНІКС""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТРК ОНІКС""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29, кімната 35",+380445372140
41770145,"ТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""НАТАЛІ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НАТАЛІ""","01015, м.Київ, Печерський район, ВУЛИЦЯ СТАРОНАВОДНИЦЬКА, будинок 13, квартира 40-Б",+380504330275
20044726,"ПРАТ""ММЦ-СТБ""","ПРИВАТНЕ АКЦІОНЕРНЕ ТОВАРИСТВО ""МІЖНАРОДНИЙ МЕДІА ЦЕНТР-СТБ""","03113, м.Київ, Шевченківський район,  ВУЛИЦЯ ІВАНА ШЕВЦОВА, будинок 1",+380445019898
35143013,"ТОВ ""МІКСНЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МІКСНЕТ""","01010, м.Київ, Печерський район, ВУЛИЦЯ  ІВАНА МАЗЕПИ, будинок 10, офіс 116",+80444076616
30525175,"ТОВ""МЮЗІКРАДІО""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МЮЗІКРАДІО""","01135, м.Київ, Шевченківський район, ВУЛИЦЯ ПАВЛІВСЬКА, будинок 29, кімната 22",+380445372140
33395744,,"ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МІСТО-ТВ""","03150, м.Київ, Голосіївський район, ВУЛИЦЯ  АНТОНОВИЧА, будинок 41, нежиле приміщення 20-Г",+380931236128
40961704,"ТОВ ""КАРАВАН-ТВ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""КАРАВАН-ТВ""","02000, м.Київ, Дніпровський район, ВУЛИЦЯ ЄВГЕНА МАЛАНЮКА, будинок 112",+380508463257
37739591,"ТОВ ""ЛОКАЛНЕТ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЛОКАЛНЕТ""","04213, м.Київ, Оболонський район, ВУЛИЦЯ ПРИРІЧНА, будинок 25-А",
22837796,"ПІІФТОВ ""ТЕЛЕРАДІОКОМПАНІЯ ""НБМ""","ПІДПРИЄМСТВО З ІНОЗЕМНИМИ ІНВЕСТИЦІЯМИ У ФОРМІ ТОВАРИСТВА З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ТЕЛЕРАДІОКОМПАНІЯ ""НБМ""","04176, м.Київ, Подільський район, ВУЛИЦЯ ЕЛЕКТРИКІВ, будинок 26",
38062105,"ТОВ ""ВЕЧІР ТЕЛЕКОМ""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ВЕЧІР ТЕЛЕКОМ""","04116, м.Київ, Шевченківський район, ВУЛИЦЯ СТАРОКИЇВСЬКА, будинок 10, корпус Г",+380442296939
39701533,"ТОВ ""ЄВРОМЕДІА УКРАЇНА""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""ЄВРОМЕДІА УКРАЇНА""","01121, м.Київ, Дарницький район, ПРОСПЕКТ БАЖАНА МИКОЛИ, будинок 7 Ж, офіс 62",
41739990,"ТОВ ""МУЗИЧНИЙ ТЕЛЕКАНАЛ ЮЕЙ МЬЮЗІК""","ТОВАРИСТВО З ОБМЕЖЕНОЮ ВІДПОВІДАЛЬНІСТЮ ""МУЗИЧНИЙ ТЕЛЕКАНАЛ ЮЕЙ МЬЮЗІК""","03150, м.Київ, Печерський район, ВУЛИЦЯ ВЕЛИКА ВАСИЛЬКІВСЬКА, будинок 55, кімната 105",+380443742222
